nama_dosen,bidang,article_id,judul,authors,link_artikel,nama_jurnal,tahun,citation
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,tOudhMTPpwUC,Analisis Pengaruh Incoming Support Cable Berbahan Ferro Magnetic Terhadap Healthy Index Cable Medium Voltage Transformator I 150/20KV 60 MVA Gardu Induk,A Marwanto,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:tOudhMTPpwUC,"CYCLOTRON 8 (01), 2025",2025,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,4fKUyHm3Qg0C,Optimasi Operasi Paralel Transformator 150/20 kV dengan Mengurangi Dampak Perbedaan Rasio Tegangan dan Peningkatan Arus,A Renantivani,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:4fKUyHm3Qg0C,"Universitas Islam Sultan Agung Semarang, 2025",2025,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,738O_yMBCRsC,Valve control system on a venturi to control FiO2 a portable ventilator with fuzzy logic method based on microcontroller,"H Pranoto, A Marwanto, S Alifah, LA Fatah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:738O_yMBCRsC,"Int J Artif Intell 12 (4), 1593-1602, 2023",2023,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,UxriW0iASnsC,PROTOTIPE SISTEM MONITORING DAYA LISTRIK BERBASIS INTERNET OF THINGS (IoT) MENGGUNAKAN METODE EXPONENTIAL SMOOTHING UNTUK PREDIKSI KEBUTUHAN ENERGI,D Riyadi Hartono,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:UxriW0iASnsC,"Universitas Islam Sultan Agung Semarang, 2023",2023,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,P5F9QuxV20EC,SISTEM PAKAR UNTUK DETEKSI KERUSAKAN INKUBATOR BAYI DENGAN METODE FUZZY LOGIC,C Putri Maharani,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:P5F9QuxV20EC,"Universitas Islam Sultan Agung Semarang, 2023",2023,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,pyW8ca7W8N0C,PENGEMBANGAN SISTEM MONITORING DAN KONTROL PERTUMBUHAN TANAMAN SEMANGKA BERBASIS IOT,A Rohman Wakhid,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:pyW8ca7W8N0C,"Universitas Islam Sultan Agung Semarang, 2023",2023,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,4OULZ7Gr8RgC,AUDIT ENERGI LISTRIK BERBASIS FUZZY LOGIC PADA RUMAH SAKIT BANYUMANIK 2,G Putri Pancarrani,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:4OULZ7Gr8RgC,"Universitas Islam Sultan Agung Semarang, 2023",2023,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,M05iB0D1s5AC,Determination of Generator Maintenance Level on Motor Tanker Using Fuzzy Logic,"ES Budi, M Haddin, A Marwanto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:M05iB0D1s5AC,,2023,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,vV6vV6tmYwMC,Optimizing Detection Using Multiple Threshold to Combat Low SNR Regime in CRN,"A Marwanto, SKS Yusof, MH Satria",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:vV6vV6tmYwMC,"2022 9th International Conference on Electrical Engineering, Computer …, 2022",2022,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,e5wmG9Sq2KIC,DECISION SUPPORT SYSTEM FOR ELECTRICAL OSH INSPECTION AND TESTING BASED ON FUZZY LOGIC,"N ANWAR, A MARWANTO, M HADDIN",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:e5wmG9Sq2KIC,"Journal of Theoretical and Applied Information Technology 100 (8), 2022",2022,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,OU6Ihb5iCvQC,Alat Penghitung Dosis Tetes Infus Berbasis Arduino,Y PUVINDRA,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:OU6Ihb5iCvQC,"Universitas Islam Sultan Agung, 2022",2022,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,uWQEDVKXjbEC,SISTEM DETEKSI KEBOCORAN AREA PIPA AIR BERBASIS IoT,E Wahyu Santoso,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:uWQEDVKXjbEC,"Universitas Islam Sultan Agung Semarang, 2022",2022,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,SP6oXDckpogC,SISTEM PAKAR DIAGNOSA AWAL PENYAKIT GINJAL MENGGUNAKAN METODE FUZZY DAN CERTAINTY FACTOR,A Putri Marita,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:SP6oXDckpogC,"Universitas Islam Sultan Agung Semarang, 2022",2022,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,dshw04ExmUIC,Prototipe Ventilator Portabel Berbasis Kendali Logika Fuzzy Untuk Fraction of Inspired Oxygen (FiO2),H Pranoto,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:dshw04ExmUIC,"PQDT-Global, 2022",2022,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,bFI3QPDXJZMC,DOUBLE SENSOR KADAR OKSIGEN UNTUK IDENTIFIKASI PENDERITA STROKE DENGAN METODE NON-INVASIVE,B Sakti Handoko,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:bFI3QPDXJZMC,"Universitas Islam Sultan Agung Semarang, 2022",2022,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,dfsIfKJdRG4C,SISTEM PREDIKSI PENJUALAN VITAMIN DI ERA NEW NORMAL DENGAN METODE WEIGHT MOVING AVERAGE PADA APOTEK RIZKI FARMA,S ANDY SAPUTRA,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:dfsIfKJdRG4C,"Universitas Islam Sultan Agung Semarang, 2022",2022,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,iH-uZ7U-co4C,Design Of Eco Green Wind Turbin Using Fuzzy Logic On Sahara Desert,"AA Khalil, M Haddin, A Marwanto, M Qomaruddin",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:iH-uZ7U-co4C,"Journal of Telematics and Informatics 9 (2), 68-83, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,JV2RwH3_ST0C,Android-Based Inspection and Testing Analytical System of Electrical Safety,"N Anwar, A Marwanto, M Haddin",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:JV2RwH3_ST0C,"Journal of Telematics and Informatics 9 (1), 22-37, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,maZDTaKrznsC,Recommendation Systems for Online Learning Materials Using Cosine Similarity and Simple Additive Weighting,"I Yanuartanti, IMI Subroto, A Marwanto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:maZDTaKrznsC,"Journal of Telematics and Informatics 9 (1), 38-44, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,j3f4tGmQtD8C,Boost Buck Converter Based on Fuzzy Logic for Voltage Stabilizer,"MA Mudzakir, A Marwanto, S Alifah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:j3f4tGmQtD8C,"Journal of Telematics and Informatics 9 (1), 1-11, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,KxtntwgDAa4C,Penentuan Dimensi Turbin Angin dan Rasio Gear Berbasis Logika Fuzzy di Jalan Raya Kaligawe,M Atiq,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:KxtntwgDAa4C,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,nb7KW1ujOQ8C,Alat Pengukuran Lingkar Kepala Bayi Berbasis Metoda Lingkaran Ellipse,A Herdian,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:nb7KW1ujOQ8C,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,CHSYGLWDkRkC,Monitoring dan Tracking Blood Cool Box Berbasis Fuzzy Logic,MA Hariyono,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:CHSYGLWDkRkC,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,EUQCXRtRnyEC,Rekomendasi Pencarian Materi Kuliah On-line Menggunakan Cosine Similarity Dan Simple Additive Weighting (Saw),I Yanuartanti,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:EUQCXRtRnyEC,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,_xSYboBqXhAC,"Sistem Monitoring Video, Suhu dan Kelembaban Ambulans Berbasis Internet of Things (IoT)",M Irfan,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:_xSYboBqXhAC,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,f2IySw72cVMC,OPTIMALISASI GAIN ANTENA PADA ANTENA GROUND PLANE BERBASIS LOADING COIL PERAK,F PUJIYANTO,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:f2IySw72cVMC,"Universitas Islam Sultan Agung Semarang, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,yD5IFk8b50cC,Kendali Tekanan Udara Berbasis Fuzzy Logic Dan PID Pada Ruang Ruang Operasi Rumah Sakit,SA Wibowo,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:yD5IFk8b50cC,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,cFHS6HbyZ2cC,Sistem Kendali Eksposur Otomatis Generator Sinar-X Berbasis Android Untuk Foto Thorax Dengan Aplikasi Ecorad,D Sukwono,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:cFHS6HbyZ2cC,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,ZHo1McVdvXMC,Desain Sistem Sentral Monitoring Inkubator Bayi Berbasis Internet of Things (IoT),A Latif,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:ZHo1McVdvXMC,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,SeFeTyx0c_EC,Side Slip Tester Menggunakan Filter Eksponensial Berbasis Android,RM Firdaus,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:SeFeTyx0c_EC,"PQDT-Global, 2021",2021,
"Ir. Arief Marwanto, S.T., M.Eng., Ph.D., IPM",Teknik Elektro,r0BpntZqJG4C,Image Processing For Percentage Analysis Of Vessels For Vessels In Coronary Heart Disease Patients,"AS Nugroho, SAD Prasetyowati, A Marwanto",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=5X_2CsgAAAAJ&pagesize=100&citation_for_view=5X_2CsgAAAAJ:r0BpntZqJG4C,"Journal of Telematics and Informatics 8 (2), 113-119, 2020",2020,
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,2osOgNQ5qMEC,Sistem Pakar Menggunakan Metode Forward Chaining untuk Diagnosa Penyakit Tanaman Karet,"S Rofiqoh, D Kurniadi, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:2osOgNQ5qMEC,"Prosiding Konstelasi Ilmiah Mahasiswa Unissula (KIMU) Klaster Engineering, 2020",2020,49
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,YsMSGLbcyi4C,Sistem Pakar Menggunakan Metode Forward Chaining untuk Diagnosa Hama dan Penyakit Tanaman Padi,"S Sholikhah, D Kurniadi, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:YsMSGLbcyi4C,"Sultan Agung Fundamental Research Journal 2 (2), 103-110, 2021",2021,29
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,WF5omc3nYNoC,Sistem Pakar Diagnosa Penyakit Pada Tanaman Karet Menggunakan Metode Forward Chaining,"S Rofiqoh, D Kurniadi, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:WF5omc3nYNoC,"Ranc. Bangun e-CRM pada Pasar Murah Solo 1 (1), 54-60, 2020",2020,26
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,W7OEmFMy1HYC,Applying fuzzy proportional integral derivative on internet of things for figs greenhouse,"A Riansyah, S Mulyono, M Roichani",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:W7OEmFMy1HYC,"Int J Artif Intell ISSN 2252 (8938), 8938, 2021",2021,21
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,qjMakFHDy7sC,Fuzzy Tsukamoto Implementation on Internet of Things to Control Flooding,"A Riansyah, D Kurniadi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:qjMakFHDy7sC,"Jurnal Transformatika 17 (2), 171-176, 2020",2020,14
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,L8Ckcad2t8MC,Sistem Pendukung Keputusan untuk Prediksi Penjualan pada Toko Elyzabeth Parfum menggunakan Metode Brownâ€™ s Double Exponential Smoothing (Studi Kasus: Toko Elyzabeth Parfum …,"P Purwanto, D Kurniadi, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:L8Ckcad2t8MC,"Prosiding Konstelasi Ilmiah Mahasiswa Unissula (KIMU) Klaster Engineering, 2019",2019,9
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,9ZlFYXVOiuMC,Sustainable performance: evidence of SMEs in Indonesia,"M Indriastuti, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:9ZlFYXVOiuMC,"Asian Journal of Business and Accounting, 2024",2024,7
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,M3ejUd6NZC8C,Penerapan Teknologi Smart Greenhouse Berbasis Photovoltaic dan IoT pada Budidaya Sayuran Hidroponik di Desa Pekalongan Jepara,"A Riansyah, M Sagaf, M Ismail",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:M3ejUd6NZC8C,"Abdimas Universal 5 (2), 284-288, 2023",2023,7
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,5nxA0vEk-isC,Deteksi Plagiat Tugas Akhir dengan Metode Jaccard Similarity,"S Utomo, IMI Subroto, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:5nxA0vEk-isC,"Jurnal Transistor Elektro dan Informatika (TRANSISTOR EI, vol. 4, no. 2, p, 2022",2022,7
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,YOwf2qJgpHMC,"Pelatihan dan Pendampingan Pengembangan Inovasi dan Packaging Produk Ikan Asap Kec. Rowosari, Kab. Kendal","M Indriastuti, M Mutamimah, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:YOwf2qJgpHMC,"Indonesian Journal of Community Services 5 (1), 65-74, 2023",2023,6
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,UebtZRa9Y70C,Sistem monitoring dan kontrol kualitas air pada kolam ikan koi berbasis internet of things (IoT),AB Pratama,https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:UebtZRa9Y70C,"Universitas Islam Sultan Agung, 2022",2022,6
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,d1gkVwhDpl0C,Data acquisition in determining lab work assesment ranking using Fuzzy Analytic Hierarchy Process (FAHP),"M Haddin, A Marwanto, M Ismail, A Riansyah, FA Cholid",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:d1gkVwhDpl0C,"2019 International Seminar on Application for Technology of Information and …, 2019",2019,6
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,ZeXyd9-uunAC,EXPLORATORY DATA ANALYSIS BERBASIS EXCEL DALAM ANALISIS DATA UNTUK MENINGKATKAN PENJUALAN PRODUK PADA VENDING MACHINE,"AT Yulianto, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:ZeXyd9-uunAC,"Journal of Computer Science and Information Technology 2 (2), 218-226, 2025",2025,5
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,Wp0gIr-vW9MC,Pelatihan Pengelolaan dan Proses Transaksi Usaha Bisnis UMKM Berbasis Digital,"M Indriastuti, M Mutamimah, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:Wp0gIr-vW9MC,"Indonesian Journal of Community Services 6 (1), 30-38, 2024",2024,5
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,mVmsd5A6BfQC,Mamdani fuzzy-based water quality monitoring and control system in vannamei shrimp farming using the internet of things,"M Qomaruddin, A Riansyah, HM Hermawan",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:mVmsd5A6BfQC,"Int J Adv Appl Sci ISSN 2252 (8814), 8814, 2024",2024,4
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,0EnyYjriUFMC,Business intelligence: Alternative decision-making solutions on SMEs in Indonesia,"A Fitrianingrum, M Indriastuti, A Riansyah, A Basir, D Rusdi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:0EnyYjriUFMC,"International Conference on Emerging Internetworking, Data & Web …, 2023",2023,4
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,eQOLeE2rZwMC,Fuzzy Implementation for Land Spatial Planning,"A Riansyah, R Gernowo, D Kurniadi",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:eQOLeE2rZwMC,"2021 8th International Conference on Electrical Engineering, Computer …, 2021",2021,4
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,u5HHmVD_uO8C,Penerapan sistem informasi monitoring tugas akhir untuk memantau perkembangan tugas akhir mahasiswa Universitas Islam Sultan Agung,"A Riansyah, EN Budisusila, R Ilhamzah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:u5HHmVD_uO8C,"Jurnal Transistor Elektro dan Informatika (TRANSISTOR EI) 2 (2), 101-110, 2017",2017,4
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,ULOm3_A8WrAC,Rancang Bangun Aplikasi Android Deteksi Penggunaan Masker Wajah Menggunakan Tensorflow Mobilenet,"A Wicaksono, S Farisa, C Haviana, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:ULOm3_A8WrAC,"Jurnal Transistor Elektro dan Informatika (TRANSISTOR EI) 5 (1), 1411-366, 2023",2023,3
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,LkGwnXOMwfcC,Sistem Seleksi Penerima Dana Bantuan Keluarga Kurang Mampu Menggunakan Metode ELECTRE,"MR Hakim, IMI Subroto, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:LkGwnXOMwfcC,"TRANSISTOR Elektro dan Informatika 4 (1), 57-68, 2022",2022,3
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,Tyk-4Ss8FVUC,Visitor satisfaction analysis of library services at sultan agung Islamic university using Libqual and fuzzy,"A Riansyah, NP Pratama, B Assegaf",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:Tyk-4Ss8FVUC,"Jurnal Transformatika 18 (1), 81-92, 2020",2020,3
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,dhFuZR0502QC,An Improvement of Apple Leaf Diseases Detection Using Convolutional Neural Network Methods Based on Mobile Systems,"A Marwanto, A Riansyah, MK Anwar",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:dhFuZR0502QC,"2024 11th International Conference on Electrical Engineering, Computer …, 2024",2024,2
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,aqlVkmm33-oC,Sistem prediksi kebutuhan bahan baku (raw material) di perusahaan berbasis web menggunakan metode moving average,"I Hidayat, A Riansyah, S Mulyono",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:aqlVkmm33-oC,"TRANSISTOR Elektro dan Informatika 5 (3), 131-138, 2023",2023,2
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,8k81kl-MbHgC,"The Policy Integration Concept of The Mahram Relationship on Nurseling Study on Nurseling Practices in Semarang, Central Java-Indonesia","M Madrah, A Riansyah, A Alamsyah, DA Fatmawati",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:8k81kl-MbHgC,"AL-IHKAM: Jurnal Hukum & Pranata Sosial 17 (2), 356-382, 2022",2022,2
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,ufrVoPGSRksC,Implementation of RESTful Web Service on Indonesian’s Integrated Breastfeeding Donor Information System,"B Badieah, A Mujib, MY Madrah, A Riansyah, NM Syaifuddin",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:ufrVoPGSRksC,"SISTEMASI 11 (2), 455-469, 2022",2022,2
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,kNdYIx-mwKoC,Klasifikasi Kepakaran Reviewer Menggunakan Algoritma K-Nearest Neighbor (KNN),"IPN Fajarini, IMI Subroto, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:kNdYIx-mwKoC,"Prosiding Seminar Riset Mahasiswa 1 (1), 272-280, 2022",2022,2
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,UeHWp8X0CEIC,Implementasi Metode Simple Additive Weighting (Saw) Untuk Menentukan Penerima Penghargaan Adiwiyata Pada Sekolahan Kabupaten Semarang,"A Sayoko, I Widihastuti, A Riansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:UeHWp8X0CEIC,"Prosiding Konstelasi Ilmiah Mahasiswa Unissula (KIMU) Klaster Engineering, 2019",2019,2
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,u-x6o8ySG0sC,Sistem Informasi Geografis Untuk Pemetan Lokasi Dan Bidang Kompetensi Sekolah Menengah Kejuruan (SMK) Di Kota Tegal,"A Riansyah, D Kurniadi, I Widihastuti, V Alfiansyah",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:u-x6o8ySG0sC,"TRANSISTOR Elektro dan Informatika 3 (1), 45-51, 2018",2018,2
"Andi Riansyah, ST, M.Kom.",Teknik Informatika,4TOpqqG69KYC,Clustering Digital Transformation of Small and Medium Enterprises (SMEs) Using Fuzzy K-means Method,"A Riansyah, M Qomaruddin, M Indriastuti, M Sagaf",https://scholar.google.com/citations?view_op=view_citation&hl=id&user=1CWSXJsAAAAJ&pagesize=100&citation_for_view=1CWSXJsAAAAJ:4TOpqqG69KYC,"2023 10th International Conference on Electrical Engineering, Computer …, 2023",2023,1
